CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL245621	407949	CHEMBL245621	407949	HALOPEMIDE	1, R 34301	416.88	2.74	64.68	0	Fc1ccc(cc1)C(=O)NCCN2CCC(CC2)N3C(=O)Nc4cc(Cl)ccc34	12659408	IC50	=	7	nM	8.16	IC50	=	7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	942037	CHEMBL2330406	B	Inhibition of dopamine receptor D2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	72197	CHEMBL2321744	23445448	J. Med. Chem.	2013	56	6	2695			
CHEMBL3805559	2085583	CHEMBL3805559	2085583		21	425.5	4.08	67.59	0	CNC(=O)c1cccc(OCCCCN2CCC(CC2)c3noc4cc(F)ccc34)c1	16587953	IC50	=	8.5	nM	8.07	IC50	=	8.5	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576957	CHEMBL3806800	B	Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Ultra Lance cAMP assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL1255588	706000	CHEMBL1255588	706000		(+)-Butaclamol	361.52	4.71	23.47	0	CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc5cccc([C@H]2C1)c35	2401860	IC50	=	8.7	nM	8.06	IC50	=	8.7	10'-9M			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	494442	CHEMBL953137	B	Displacement of radiolabeled (+)butaclamol from human dopamine D2S receptor	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	45320	CHEMBL1140203	18983139	J. Med. Chem.	2008	51	22	7094			
CHEMBL715	34197	CHEMBL715	34197	OLANZAPINE	5a, Olanzapine, Zyprexa	312.43	2.69	59.11	0	CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24	12720296	IC50	=	10	nM	8	IC50	=	10	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	950680	CHEMBL2352923	B	Displacement of [3H]raclopride from D2 receptor in human corpus striatum after 30 mins by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	72829	CHEMBL2346662	23466228	Bioorg. Med. Chem. Lett.	2013	23	7	1953			
CHEMBL3805860	2085585	CHEMBL3805860	2085585		23	424.56	4.18	85.94	0	CNC(=O)c1cccc(OCCCCN2CCN(CC2)c3nsc4ccccc34)c1	16587983	IC50	=	10	nM	8	IC50	=	10	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576957	CHEMBL3806800	B	Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Ultra Lance cAMP assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL3805099	2085586	CHEMBL3805099	2085586		24	442.55	4.39	85.94	0	CNC(=O)c1cc(OCCCCN2CCN(CC2)c3nsc4ccccc34)ccc1F	16587986	IC50	=	12	nM	7.92	IC50	=	12	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576957	CHEMBL3806800	B	Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Ultra Lance cAMP assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL1202202	676153	CHEMBL126126	210782		6b	377.31	5.14	26.71	1	Br.Oc1ccc(cc1)[C@H]2C[C@@H]2CN3CCN(CC3)c4ccc(Cl)cc4Cl	282922	IC50	=	12	nM	7.92	IC50	=	12	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	59915	CHEMBL671074	B	Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand	1	Scientific Literature				Expert	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			15668	CHEMBL1133592	11052797	J. Med. Chem.	2000	43	21	3923			
CHEMBL1276428	712394	CHEMBL1276428	712394		25	340.85	3.36	61.8	0	CCN1CCC[C@H]1CNC(=O)c2c(CC)c(Cl)cc(O)c2OC	3550739	IC50	=	12.02	nM	7.92	pIC50	=	7.92				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	685575	CHEMBL1285353	F	Antagonist activity at dopamine D2 receptor	1	Scientific Literature				Autocuration	BAO_0000019	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			53820	CHEMBL1275273	20728966	Eur. J. Med. Chem.	2010	45	11	4856			
CHEMBL1276352	712318	CHEMBL1276352	712318		15	331.24	3.33	41.57	0	CCN1CCC[C@H]1CNC(=O)c2c(Cl)c(Cl)ccc2OC	3550729	IC50	=	19.95	nM	7.7	pIC50	=	7.7				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	685575	CHEMBL1285353	F	Antagonist activity at dopamine D2 receptor	1	Scientific Literature				Autocuration	BAO_0000019	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			53820	CHEMBL1275273	20728966	Eur. J. Med. Chem.	2010	45	11	4856			
CHEMBL3287402	1757929	CHEMBL3287402	1757929		7f	447.36	4.97	50.08	0	Clc1cccc(N2CCN(CCCCOc3ccn4nc(C=O)cc4c3)CC2)c1Cl	14734352	IC50	=	22	nM	7.66	IC50	=	22	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1365266	CHEMBL3293231	B	Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	83838	CHEMBL3286313	24831693	J. Med. Chem.	2014	57	11	4861			
CHEMBL244774	388324	CHEMBL244774	388324		12	497.42	4.56	61.04	0	[O-][n+]1ccccc1c2ccc(cc2)C(=O)NC\C=C\CN3CCN(CC3)c4cccc(Cl)c4Cl	1920686	IC50	=	22.9	nM	7.64	IC50	=	22.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	445361	CHEMBL895651	F	Antagonist activity at human dopamine D2 receptor expressed in HEK293 cells by mitogenesis assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	36636	CHEMBL1148745	17672446	J. Med. Chem.	2007	50	17	4135	722	CHEMBL3307715	HEK293
CHEMBL73589	114714	CHEMBL73589	114714		24	457.49	5.02	95.89	1	CN1CCN(CC1)C2=Nc3ccccc3Sc4ccc(OS(=O)(=O)C(F)(F)F)cc24	371638	IC50	=	23	nM	7.64	IC50	=	23	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	59916	CHEMBL671075	B	Binding affinity towards human Dopamine receptor D2	1	Scientific Literature				Expert	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			14970	CHEMBL1132638	10377229	J. Med. Chem.	1999	42	12	2235			
CHEMBL3806224	2085470	CHEMBL3806224	2085470		9i	470.82	5.43	44.81	1	CNC(=O)c1cc(OCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)ccc1Cl	16588326	IC50	=	34.9	nM	7.46	IC50	=	34.9	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576957	CHEMBL3806800	B	Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Ultra Lance cAMP assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL3805649	2085588	CHEMBL3805649	2085588		26	441.56	4.5	73.05	0	CNC(=O)c1cc(OCCCCN2CCN(CC2)c3cccc4sccc34)ccc1F	16587994	IC50	=	43	nM	7.37	IC50	=	43	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1576957	CHEMBL3806800	B	Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Ultra Lance cAMP assay	1	Scientific Literature	Homo sapiens		9606	Autocuration		72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	99312	CHEMBL3804825	27173799	Bioorg. Med. Chem. Lett.	2016	26	13	3141			
CHEMBL54786	84146	CHEMBL54786	84146		56	371.47	3.75	35.58	0	O=C1Cc2cc(CCN3CCN(CC3)c4cccc5ccccc45)ccc2N1	1617764	IC50	=	44	nM	7.36	IC50	=	44	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	321164	CHEMBL872217	B	Inhibitory concentration against dopamine receptor D2	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	30228	CHEMBL1140446	16220969	J. Med. Chem.	2005	48	21	6523			
CHEMBL3084502	1594393	CHEMBL3084502	1594393		31	366.88	4.25	39.26	0	O[C@@]1(C[C@H]2CC[C@@H](C1)N2Cc3c[nH]c4ccccc34)c5ccc(Cl)cc5	2362396	IC50	=	48.3	nM	7.32	IC50	=	48.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	538667	CHEMBL1033065	F	Antagonist activity at dopamine D2 receptor	1	Scientific Literature				Intermediate	BAO_0000019	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			45210	CHEMBL1140093	18774793	J. Med. Chem.	2008	51	19	6095			
CHEMBL302374	109813	CHEMBL302374	109813		11	532.25	5.36	35.58	2	Clc1cccc(N2CCN(CCCCNC(=O)c3ccc(I)cc3)CC2)c1Cl	1508943	IC50	=	55.4	nM	7.26	IC50	=	55.4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	312899	CHEMBL827419	F	Mitogenic stimulation or antagonism of 30 nM quinpirole-stimulated mitogenesis in CHO cells expressing human dopamine D2 receptor	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	21255	CHEMBL1139520	15916415	J. Med. Chem.	2005	48	11	3663	449	CHEMBL3308072	CHO
CHEMBL2092961	1368150	CHEMBL2109988	1382428		5r (Racemate)	320.47	5.03	6.48	1	Br.Cc1ccc(N2CCN(CC3CC3c4ccccc4)CC2)c(C)c1	273255	IC50	=	60	nM	7.22	IC50	=	60	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	59915	CHEMBL671074	B	Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand	1	Scientific Literature				Expert	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			15668	CHEMBL1133592	11052797	J. Med. Chem.	2000	43	21	3923			
CHEMBL611207	608581	CHEMBL611207	608581		5	386.57	4.45	68.06	0	CN1CCCC[C@@H]1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-]	1442592	IC50	=	63	nM	7.2	IC50	=	63	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305403	CHEMBL833053	B	Concentration required to inhibit [3H]YM-09151-2 binding to human D2 dopamine receptor	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	20081	CHEMBL1137093	15357957	Bioorg. Med. Chem. Lett.	2004	14	17	4379			
CHEMBL1204116	678067	CHEMBL302075	104801		5k (Racemate)	361.31	5.38	6.48	1	Br.Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c4ccccc4)CC2)c(Cl)c1	268104	IC50	=	65	nM	7.19	IC50	=	65	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	59915	CHEMBL671074	B	Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand	1	Scientific Literature				Expert	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			15668	CHEMBL1133592	11052797	J. Med. Chem.	2000	43	21	3923			
CHEMBL1276587	712555	CHEMBL1276587	712555		40	387.27	2.49	71.03	0	CCN1CCC[C@H]1CNC(=O)c2c(Br)c(OC)cc(O)c2OC	3550754	IC50	=	67.61	nM	7.17	pIC50	=	7.17				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	685575	CHEMBL1285353	F	Antagonist activity at dopamine D2 receptor	1	Scientific Literature				Autocuration	BAO_0000019	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			53820	CHEMBL1275273	20728966	Eur. J. Med. Chem.	2010	45	11	4856			
CHEMBL611207	608581	CHEMBL611207	608581		2	386.57	4.45	68.06	0	CN1CCCC[C@@H]1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-]	1443828	IC50	=	77	nM	7.11	IC50	=	77	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305403	CHEMBL833053	B	Concentration required to inhibit [3H]YM-09151-2 binding to human D2 dopamine receptor	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	20081	CHEMBL1137093	15357957	Bioorg. Med. Chem. Lett.	2004	14	17	4379			
CHEMBL180010	297525	CHEMBL180010	297525		24 (trans)	481.42	5.4	48.47	1	Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc(cc3)c4ccccn4)CC2)c1Cl	1509585	IC50	=	80.9	nM	7.09	IC50	=	80.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	312899	CHEMBL827419	F	Mitogenic stimulation or antagonism of 30 nM quinpirole-stimulated mitogenesis in CHO cells expressing human dopamine D2 receptor	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	21255	CHEMBL1139520	15916415	J. Med. Chem.	2005	48	11	3663	449	CHEMBL3308072	CHO
CHEMBL82663	128645	CHEMBL82663	128645	SIBENADET	4, Viozan	464.6	3.26	145.37	0	Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3sc(O)nc13	6291249	IC50	=	100	nM	7	pIC50	=	7				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	759383	CHEMBL1810621	B	Binding affinity to dopamine 2 receptor	1	Scientific Literature				Autocuration	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			58376	CHEMBL1806408	21723724	Bioorg. Med. Chem. Lett.	2011	21	15	4612			
CHEMBL134423	221803	CHEMBL134423	221803		(+)-1p					Fc1ccc(cc1)[Si]2(CCC(C2)N3CCN(CC3)c4ccccc4)c5ccc(F)cc5	1066775	IC50	=	100	nM	7	IC50	=	100	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	58622	CHEMBL666192	B	Binding affinity towards dopamine D2 receptor	1	Scientific Literature				Autocuration	BAO_0000357	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	8	Homologous protein			1046	CHEMBL1127235		Bioorg. Med. Chem. Lett.	1994	4	3	415			
CHEMBL53	3854	CHEMBL53	3854	APOMORPHINE	1	267.32	3.12	43.7	0	CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34	13965379	IC50	=	117	nM	6.93	IC50	=	117	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1299832	CHEMBL3136959	B	Displacement of [3H]spiperone from human recombinant dopamine D2L receptor expressed in CHOFlpIn cells after 3 hrs by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	77298	CHEMBL3132795		MedChemComm	2013	4	9	1290			
CHEMBL1642118	1056489	CHEMBL1642118	1056489		8d	449.57	3.6	69.31	0	CC1CC(=O)c2ccc(cc2N1S(=O)(=O)c3ccc4ccccc4c3)N5CCN(C)CC5	5121965	IC50	=	136	nM	6.87	IC50	=	136	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	699513	CHEMBL1647768	B	Displacement of [3H]spiperone from human dopamine D2 receptor expressed in cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	72	CHEMBL217	SINGLE PROTEIN	P14416	Dopamine D2 receptor	Homo sapiens	9	Protein	7tm_1	high	54562	CHEMBL1641464	21190848	Bioorg. Med. Chem. Lett.	2011	21	2	698			
