CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL118631	197428	CHEMBL118631	197428		27	526.34	7.77	29.46	2	CCCCCCC1(CC1(Br)Br)c2cc(O)c3[C@@H]4CC(=CC[C@H]4C(C)(C)Oc3c2)C	2056934	Ki	=	.7079	nM	9.15	Log Ki	=	-9.15				0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	459063	CHEMBL925155	B	Binding affinity to CB1 receptor	1	Scientific Literature				Intermediate	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			37966	CHEMBL1140633	17521177	J. Med. Chem.	2007	50	12	2875			
CHEMBL124194	208379	CHEMBL124194	208379		11	370.57	7.93	29.46	1	CCCCCCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C	1227487	Ki	=	.77	nM	9.11	Ki	=	.77	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	46826	CHEMBL658060	B	Compound was evaluated for Pharmacological response in the Cannabinoid receptor 1	1	Scientific Literature				Autocuration	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			13614	CHEMBL1129053	8831752	J. Med. Chem.	1996	39	20	3875			
CHEMBL70625	113824	CHEMBL70625	113824		HU210	388.58	6.57	49.69	1	CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(CO)CC[C@H]3C(C)(C)Oc2c1	835431	Ki	=	.82	nM	9.09	Ki	=	.82	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	46459	CHEMBL657906	B	Compound was evaluated for affinity towards human Cannabinoid receptor 1 using [3H]- SR-141716A as radioligand	1	Scientific Literature				Autocuration	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			16922	CHEMBL1135925	11960486	J. Med. Chem.	2002	45	9	1748			
CHEMBL484929	520537	CHEMBL484929	520537		19d	452.28	5.29	47.36	1	CC(F)(F)CN1CCOc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C1=O	2525653	Ki	=	.82	nM	9.09	Ki	=	.82	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	502297	CHEMBL983968	F	Antagonist activity at human CB1 receptor expressed in CHOK1 cells assessed as inhibition of CP-55940-induced response after 10 mins by GTPgamma[35S] binding assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	47057	CHEMBL1138462	19351113	J. Med. Chem.	2009	52	9	2652	485	CHEMBL3307512	CHO-K1
CHEMBL411626	89561	CHEMBL411626	89561		1	370.57	7.48	29.46	1	CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C	431638	Ki	=	.83	nM	9.08	Ki	=	.83	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	46461	CHEMBL657908	B	Binding affinity against human cannabinoid receptor by using radioligand ([3H]CP-55940) assay.	1	Scientific Literature				Expert	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			1829	CHEMBL1129188		Bioorg. Med. Chem. Lett.	1996	6	2	189			
CHEMBL496091	486200	CHEMBL496091	486200		12	468.88	4	84.43	0	FC(F)(F)c1ccc(cc1)c2ncc(nc2c3ccncc3Cl)N4CCS(=O)(=O)CC4	2358154	Ki	=	.83	nM	9.08	Ki	=	.83	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	556337	CHEMBL954070	F	Antagonist activity at human CB1 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTPgammaS binding	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	42092	CHEMBL1150322	18448340	Bioorg. Med. Chem. Lett.	2008	18	11	3376			
CHEMBL481508	475387	CHEMBL481508	475387		21	381.56	6.08	108.25	1	CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c3onc(c3)C(C)(C)C	2504000	Ki	=	.9	nM	9.05	Ki	=	.9	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	519285	CHEMBL947737	B	Binding affinity to human CB1 receptor	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	45517	CHEMBL1141006	18977140	Bioorg. Med. Chem. Lett.	2008	18	24	6444			
CHEMBL111	16088	CHEMBL111	16088	RIMONABANT	1, SR-141716	463.79	6.61	50.16	1	Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4	2249679	Ki	=	.9	nM	9.05	Ki	=	.9	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	559356	CHEMBL1016399	B	Displacement of [3H]SR141716A from human CB1 receptor expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	45084	CHEMBL1139370	19102698	J. Med. Chem.	2009	52	2	234	722	CHEMBL3307715	HEK293
CHEMBL252949	418892	CHEMBL252949	418892		E32	382.58	7.36	29.46	1	CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)C4CCCCCC4	5205326	Ki	=	.94	nM	9.03	Ki	=	.94	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	717852	CHEMBL1670560	B	Displacement of [3H]CP 55940 from human CB1 receptor in cell free system	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	55326	CHEMBL1667752	21183257	Eur. J. Med. Chem.	2011	46	2	547			
CHEMBL109393	180971	CHEMBL109393	180971		18a	366.54	7.59	29.46	1	CCCCCCC(C)(C)c1cc(O)c2c(OC(C)(C)c3ccc(C)cc23)c1	863415	Ki	=	1	nM	9	Ki	=	1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	46458	CHEMBL657905	B	Binding affinity was determined for Cannabinoid receptor 1	1	Scientific Literature				Expert	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			15652	CHEMBL1133684	11020293	J. Med. Chem.	2000	43	20	3778			
CHEMBL2063252	1356648	CHEMBL2063252	1356648		12	442.34	5.58	47.36	1	Clc1ccc(cc1)c2c3OCCCC(N4CCCC4=O)c3nn2c5ccccc5Cl	10981127	Ki	=	1	nM	9	Ki	=	1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	830976	CHEMBL2065576	B	Displacement of [3H]SR141716A form human CB1 receptor expressed in HEK293 cells after 60 mins by beta counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	62762	CHEMBL2062446	24900484	ACS Med. Chem. Lett.	2012	3	5	397	722	CHEMBL3307715	HEK293
CHEMBL379246	338254	CHEMBL379246	338254		5	438.23	5.73	38.13	1	FC(F)(F)CN1C=Cc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C1=O	1680916	Ki	=	1	nM	9	Ki	=	1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	333262	CHEMBL859083	F	Functional activity at human CB1 receptor transfected in CHOK1 cells by [35SGTP]gammaS assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	30663	CHEMBL1149436	16263283	Bioorg. Med. Chem. Lett.	2006	16	3	731	485	CHEMBL3307512	CHO-K1
CHEMBL410339	429726	CHEMBL410339	429726		14e	475.41	6.32	38.77	1	Fc1ccc(c(F)c1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCCCC4)c5ccc(F)cc5F	2156262	Ki	=	1	nM	9	Ki	=	1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	467088	CHEMBL932400	B	Displacement of [3H]CP-55940 from human CB1R expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	38671	CHEMBL1142431	18335976	J. Med. Chem.	2008	51	7	2115	722	CHEMBL3307715	HEK293
CHEMBL519575	449969	CHEMBL519575	449969		22, KM-233-thiophenyl	368.53	6.18	57.7	1	CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccs4	2409341	Ki	=	1.08	nM	8.97	Ki	=	1.08	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	564384	CHEMBL962379	B	Binding affinity to CB1 receptor	1	Scientific Literature				Intermediate	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			46406	CHEMBL1153934	19250829	Bioorg. Med. Chem.	2009	17	6	2598			
CHEMBL519575	449969	CHEMBL519575	449969		4	368.53	6.18	57.7	1	CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccs4	2464963	Ki	=	1.08	nM	8.97	Ki	=	1.08	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	554590	CHEMBL964504	B	Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	44424	CHEMBL1157458	18524604	Bioorg. Med. Chem.	2008	16	13	6489	722	CHEMBL3307715	HEK293
CHEMBL1084429	614704	CHEMBL1084429	614704		6g	514.41	6.86	35.58	2	FC(F)(F)c1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl	3198561	Ki	=	1.2	nM	8.92	Ki	=	1.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	615551	CHEMBL1107820	B	Displacement of [3H]CP-55940 from human recombinant cannabinoid CB1 receptor expressed in CHO cells after 3 hrs by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	50392	CHEMBL1154878	20047779	Eur. J. Med. Chem.	2010	45	3	1133	449	CHEMBL3308072	CHO
CHEMBL498783	486392	CHEMBL498783	486392		9j	476.88	3.51	97.03	0	CCNC1(CN(C1)c2cnc(c3ccc(cc3)C(F)(F)F)c(n2)c4ccnc(Cl)c4)C(=O)N	2358155	Ki	=	1.2	nM	8.92	Ki	=	1.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	556337	CHEMBL954070	F	Antagonist activity at human CB1 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTPgammaS binding	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	42092	CHEMBL1150322	18448340	Bioorg. Med. Chem. Lett.	2008	18	11	3376			
CHEMBL120669	197679	CHEMBL120669	197679		25	437.44	7.35	29.46	1	CCCCCCC1(CC1(Cl)Cl)c2cc(O)c3[C@@H]4CC(=CC[C@H]4C(C)(C)Oc3c2)C	2005625	Ki	=	1.259	nM	8.9	Log Ki	=	-8.9				1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451950	CHEMBL901108	B	Binding affinity at CB1 receptor	1	Scientific Literature				Intermediate	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			37232	CHEMBL1138309	17980589	Bioorg. Med. Chem. Lett.	2007	17	24	6754			
CHEMBL382728	331126	CHEMBL382728	331126		1	532.03	4.2	139.58	1	C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F	2030752	Ki	=	1.3	nM	8.89	Ki	=	1.3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	455617	CHEMBL886398	B	Binding affinity to CB1 receptor	1	Scientific Literature				Intermediate	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			37580	CHEMBL1139959	17466519	Bioorg. Med. Chem. Lett.	2007	17	13	3760			
CHEMBL564901	564780	CHEMBL564901	564780		15, JWH-181	397.55	7.97	22	1	CCCCCn1c(C)c(C(=O)c2ccc(CCC)c3ccccc23)c4ccccc14	5205245	Ki	=	1.3	nM	8.89	Ki	=	1.3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	717852	CHEMBL1670560	B	Displacement of [3H]CP 55940 from human CB1 receptor in cell free system	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	55326	CHEMBL1667752	21183257	Eur. J. Med. Chem.	2011	46	2	547			
CHEMBL520509	520513	CHEMBL520509	520513		12k	401.52	5.43	79.64	1	CC(C)CCNC(=O)c1ccc2Sc3ccccc3C(=Nc2c1)c4ccccn4	2525264	Ki	=	1.585	nM	8.8	pKi	=	8.8				0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	497639	CHEMBL1002988	B	Displacement of [3H]SR141716 from human recombinant CB1 receptor expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	47039	CHEMBL1138444	19338356	J. Med. Chem.	2009	52	7	1975	722	CHEMBL3307715	HEK293
CHEMBL496770	494389	CHEMBL496770	494389		3b	473.79	6.61	58.87	1	Clc1ccc(cc1)n2c(nc3c(NN4CCCCC4)ncnc23)c5ccc(Cl)cc5Cl	2249689	Ki	=	1.7	nM	8.77	Ki	=	1.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	559357	CHEMBL1016400	F	Antagonist activity against human CB1 receptor expressed in CHO-K1 cells by [35S]GTPgamma binding assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	45084	CHEMBL1139370	19102698	J. Med. Chem.	2009	52	2	234	485	CHEMBL3307512	CHO-K1
CHEMBL239840	401444	CHEMBL239840	401444		30	354.53	7.08	29.46	1	CCCCCCC(=C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C	2056808	Ki	=	2.17	nM	8.66	Ki	=	2.17	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	459063	CHEMBL925155	B	Binding affinity to CB1 receptor	1	Scientific Literature				Intermediate	BAO_0000357	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	8	Homologous protein			37966	CHEMBL1140633	17521177	J. Med. Chem.	2007	50	12	2875			
CHEMBL111	16088	CHEMBL111	16088	RIMONABANT	rimonabant	463.79	6.61	50.16	1	Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4	2160620	Ki	=	2.4	nM	8.62	Ki	=	2.4	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	476689	CHEMBL933479	B	Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	87	CHEMBL218	SINGLE PROTEIN	P21554	Cannabinoid CB1 receptor	Homo sapiens	9	Protein	7tm_1	high	39325	CHEMBL1144779	18363352	J. Med. Chem.	2008	51	8	2439	722	CHEMBL3307715	HEK293
