CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL3706943	2038949	CHEMBL3706943	2038949		16	425.52	6.06	50.72	1	COc1c(O)ccc2O\C(=C/c3cccc(C)c3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	1970350	IC50	=	.9	nM	9.05	IC50	=	.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	447641	CHEMBL896648	F	Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response	1	Scientific Literature				Intermediate	BAO_0000019	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	8	Homologous protein			36808	CHEMBL1149550	17553679	Bioorg. Med. Chem. Lett.	2007	17	15	4158			
CHEMBL3706940	2038946	CHEMBL3706940	2038946		13	459.51	5.17	70.95	1	COc1c(O)ccc2O\C(=C/c3ccc(F)cc3CO)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	1970223	IC50	=	1	nM	9	IC50	=	1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	447641	CHEMBL896648	F	Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response	1	Scientific Literature				Intermediate	BAO_0000019	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	8	Homologous protein			36808	CHEMBL1149550	17553679	Bioorg. Med. Chem. Lett.	2007	17	15	4158			
CHEMBL3706934	2038940	CHEMBL3706934	2038940		7	425.52	6.06	50.72	1	COc1c(O)ccc2O\C(=C/c3ccccc3C)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	1970235	IC50	=	1	nM	9	IC50	=	1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	447641	CHEMBL896648	F	Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response	1	Scientific Literature				Intermediate	BAO_0000019	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	8	Homologous protein			36808	CHEMBL1149550	17553679	Bioorg. Med. Chem. Lett.	2007	17	15	4158			
CHEMBL3706962	2038968	CHEMBL3706962	2038968		36	426.51	5.13	63.61	1	COc1c(O)ccc2O\C(=C/c3cccc(C)n3)\c4c(ccc5NC(C)(C)C=C(C)c45)c12	1970280	IC50	=	1.1	nM	8.96	IC50	=	1.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	447640	CHEMBL896647	F	Antagonist activity at GR assessed as inhibition of dexamethasone-induced GRE activation	1	Scientific Literature				Intermediate	BAO_0000019	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	8	Homologous protein			36808	CHEMBL1149550	17553679	Bioorg. Med. Chem. Lett.	2007	17	15	4158			
CHEMBL384467	365281	CHEMBL384467	365281	DEXAMETHASONE	2	392.46	1.71	94.83	0	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	1733236	IC50	=	1.175	nM	8.93	pIC50	=	8.93				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	372313	CHEMBL869702	F	Agonist activity at GR assessed as NF-kappaB-mediated transrepression of secreted placental alkaline phosphatase gene in human A549 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	31403	CHEMBL1138886	16821781	J. Med. Chem.	2006	49	14	4216	646	CHEMBL3307651	A549
CHEMBL382102	326549	CHEMBL382102	326549		22	392.47	5.24	36.28	1	C[C@]12Cc3cnn(c3C=C1CCCC24O[C@H](C=C)[C@H](O4)C=C)c5ccc(F)cc5	1523196	IC50	=	1.2	nM	8.92	IC50	=	1.2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305322	CHEMBL833544	B	Inhibition of human glucocorticoid receptor alpha isoform 	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	20480	CHEMBL1139605	15911283	Bioorg. Med. Chem. Lett.	2005	15	11	2926			
CHEMBL1668064	1066636	CHEMBL1668064	1066636		12a	480.6	6.15	84.4	1	C[C@@H](CNc1cc(C)cc2c1cnn2c3ccc(F)cc3)NS(=O)(=O)c4c(C)cc(C)cc4C	5199314	IC50	=	1.259	nM	8.9	pIC50	=	8.9				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	716756	CHEMBL1670638	F	Agonist activity at glucocorticoid receptor in human A549 cells by NF-kappaB transrepression assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	55417	CHEMBL1667843	21257309	Bioorg. Med. Chem. Lett.	2011	21	4	1126	646	CHEMBL3307651	A549
CHEMBL500897	510946	CHEMBL500897	510946		26	539.63	4.04	112.93	1	C[C@H](NC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO)c5ccccc5	2230582	IC50	=	1.3	nM	8.89	IC50	=	1.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510611	CHEMBL1002258	B	Inhibition of human glucocorticoid receptor	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	44218	CHEMBL1156642	18691892	Bioorg. Med. Chem.	2008	16	16	7535			
CHEMBL419158	159220	CHEMBL419158	159220		(-)22	452.37	7.07	30.49	1	COc1cccc2OC(c3cc(Cl)cc(Cl)c3)c4c(ccc5NC(C)(C)C=C(C)c45)c12	1048593	IC50	=	1.3	nM	8.89	IC50	=	1.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	199710	CHEMBL802066	F	Transcriptional repression of IL-1 stimulated IL-6 expression in native cells compared to Dexamethasone	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	16077	CHEMBL1134574	11520196	J. Med. Chem.	2001	44	18	2879			
CHEMBL179791	306784	CHEMBL179791	306784		25	615.74	5.75	133.41	2	Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(CCCC(=O)NCC(=O)O)cc4)cc3	1443664	IC50	=	1.6	nM	8.8	IC50	=	1.6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305896	CHEMBL874547	B	Inhibition of [3H]dexamethasone binding to glucocorticoid receptor	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	20048	CHEMBL1137096	15261264	Bioorg. Med. Chem. Lett.	2004	14	16	4169			
CHEMBL3666805	1999769	CHEMBL3666805	1999769		2	654.68	3.46	146.22	1	C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)N[C@@H]4CCS(=O)(=O)C4)c1)c5ccc6OCCOc6c5	15818971	IC50	=	1.6	nM	8.8	IC50	=	1.6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528604	CHEMBL3705602	B	BindingDB_Patents: Radioligand Binding Assay. In the GR radioligand binding assay, test compounds were serially diluted in semi-log steps (10 concentrations) with a final concentration of 10 uM. Test compounds (1 uL) and controls (1 uL) in 100% DMSO were added to 96 Greiner V-bottom polypropylene plates. 0% control was 6.7% DMSO (final concentration in assay) and 100% control was 6.7 uM Dexamethasone.The full length GR was diluted to a final concentration of 3.3% (0.495 mg/ml) in assay buffer (20 mM Tris-HCl, 1 mM EDTA, 10% (w/v) Glycerol, 20 mM Sodium molbydate, pH 7.4). 45 uL of GR was added to each well and the plates were incubated for 15 min at room temperature.3H-dexamethasone solution was diluted to a concentration of 70 nM in assay buffer (7 nM final assay concentration) and 5 uL was added to each well. The samples were mixed for 5 min using a plate shaker at 700 rpm, before incubation for 2 h at room temperature,50 uL ice-cold charcoal solution.	37	BindingDB Database				Autocuration	BAO_0000357	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	8	Homologous protein			94637	CHEMBL3638588			2014						
CHEMBL1940557	1275413	CHEMBL1940557	1275413		3	374.47	1.58	94.83	0	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	8000481	IC50	=	1.6	nM	8.8	IC50	=	1.6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	797956	CHEMBL1942833	B	Transrepression activity at glucocorticoid receptor in human H292 cells assessed as inhibition of TNF-stimulated IL-8 production	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	60848	CHEMBL1938296	22197391	Bioorg. Med. Chem. Lett.	2012	22	2	1086			
CHEMBL1276308	712273	CHEMBL1276308	712273	MIFEPRISTONE	Mifepristone	429.59	5.66	40.54	1	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C	2680613	IC50	=	1.6	nM	8.8	IC50	=	1.6	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	577754	CHEMBL1053061	F	Antagonist activity at glucocorticoid receptor in human A549 cells assessed as inhibition of corticoid-induced transcription after 16 hrs by glucocorticoid response element-driven luciferase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	47827	CHEMBL1152897	19217285	Bioorg. Med. Chem. Lett.	2009	19	14	3977	646	CHEMBL3307651	A549
CHEMBL1682423	1072470	CHEMBL1682423	1072470		(+/-)-13	377.48	4.27	69.64	0	CO\N=C\c1c(cc(C)c2NC(C)(C)[C@H](O)[C@@H](C)c12)c3cccc4cc[nH]c34	5250653	IC50	=	1.7	nM	8.77	IC50	=	1.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	728111	CHEMBL1687053	F	Agonist activity at GR expressed in IL-1beta- and TNFalpha-stimulated HepG2 cells assessed as inhibition of NFKB- or AP-1 mediated E-selectin transcription by luciferase reporter gene assay relative to Dexamethasone	1	Scientific Literature				Autocuration	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	8	Homologous protein			55786	CHEMBL1681726	21316964	Bioorg. Med. Chem. Lett.	2011	21	6	1697	726	CHEMBL3307718	HepG2
CHEMBL3421891	1841329	CHEMBL3421891	1841329		45	470.56	4.93	83.82	0	CC[C@@]12C[C@@](C)(O)[C@@](O)(C[C@H]1CC(=O)c3cc(OC(=O)c4ccccc4)ccc23)c5ccccc5	15234648	IC50	=	1.7	nM	8.77	IC50	=	1.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475545	CHEMBL3424571	B	Binding affinity to human GR	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	91654	CHEMBL3421549	25706100	J. Med. Chem.	2015	58	6	2658			
CHEMBL258193	426151	CHEMBL258193	426151		8, racemic	338.87	5.97	27.82	1	CC1CC(C)(C)Nc2c(C)cc(c(Cl)c12)c3cccc4[nH]ccc34	2174153	IC50	=	1.8	nM	8.75	IC50	=	1.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	479545	CHEMBL931541	F	Antagonist activity at glucocorticoid receptor assessed as inhibition of dexamethasone-induced glucose response element transcriptional transactivation by luciferase assay	1	Scientific Literature				Autocuration	BAO_0000019	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	8	Homologous protein			39511	CHEMBL1145597	18513967	Bioorg. Med. Chem. Lett.	2008	18	12	3504			
CHEMBL2023617	1338997	CHEMBL2023617	1338997		25b	608.7	5.79	110.36	2	C[C@]12Cc3cnn(c3C=C1CC[C@H]4[C@@H]5CC[C@](O)(C(=O)COc6cnc7ccccc7n6)[C@@]5(C)C[C@H](O)[C@H]24)c8ccc(F)cc8	10863777	IC50	=	1.89	nM	8.72	IC50	=	1.89	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	816568	CHEMBL2025282	B	Transrepression activity at glucocorticoid receptor in human H292 cells assessed as inhibition of TNF-induced IL8 production	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	61735	CHEMBL2021850	22465636	Bioorg. Med. Chem. Lett.	2012	22	9	3291			
CHEMBL2023616	1338996	CHEMBL2023616	1338996		25a	624.77	6.35	126.43	2	C[C@]12Cc3cnn(c3C=C1CC[C@H]4[C@@H]5CC[C@](O)(C(=O)CSc6cnc7ccccc7n6)[C@@]5(C)C[C@H](O)[C@H]24)c8ccc(F)cc8	10863776	IC50	=	1.99	nM	8.7	IC50	=	1.99	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	816568	CHEMBL2025282	B	Transrepression activity at glucocorticoid receptor in human H292 cells assessed as inhibition of TNF-induced IL8 production	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	61735	CHEMBL2021850	22465636	Bioorg. Med. Chem. Lett.	2012	22	9	3291			
CHEMBL3094468	1608859	CHEMBL3094468	1608859		23	375.52	5.74	74.78	1	CC[C@@H](Cc1ccc(O)c(C)c1C)NS(=O)(=O)c2c(C)cc(C)cc2C	13858152	IC50	=	2	nM	8.7	IC50	=	2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1279595	CHEMBL3097677	B	Inhibition of glucocorticoid receptor (unknown origin) expressed in baculovirus-infected insect cells by fluorescence polarization assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	76270	CHEMBL3091417	24239189	Bioorg. Med. Chem. Lett.	2013	23	24	6645			
CHEMBL65221	100619	CHEMBL65221	100619		11c	417.43	4.41	73.01	0	CS(=O)(=O)Nc1ccc2c(c1)C(Oc3cccc(OC(F)F)c23)c4ccccc4	621121	IC50	=	2	nM	8.7	IC50	=	2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	71112	CHEMBL686060	B	Displacement of [3H]dexamethasone from human Glucocorticoid receptor (GR); Value ranges from 2-2 nM	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	6804	CHEMBL1147539	15080982	Bioorg. Med. Chem. Lett.	2004	14	9	2079			
CHEMBL131	27370	CHEMBL131	27370	PREDNISOLONE	prednisolone	360.44	1.26	94.83	0	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	1044970	IC50	=	2.1	nM	8.68	IC50	=	2.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	199711	CHEMBL802067	F	Transcriptional repression activity in HEP G2 cells expressing glucocorticoid receptor compared to Dexamethasone	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	16077	CHEMBL1134574	11520196	J. Med. Chem.	2001	44	18	2879			
CHEMBL195967	326557	CHEMBL195967	326557		39	382.47	4.52	36.28	0	C[C@@H]1CC(C)(C)O[C@@]2(CCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5)O1	1523779	IC50	=	2.1	nM	8.68	IC50	=	2.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305322	CHEMBL833544	B	Inhibition of human glucocorticoid receptor alpha isoform 	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	25	CHEMBL2034	SINGLE PROTEIN	P04150	Glucocorticoid receptor	Homo sapiens	9	Protein	Hormone_recep	medium	20480	CHEMBL1139605	15911283	Bioorg. Med. Chem. Lett.	2005	15	11	2926			
